FIPS,Geographic Name,Geographic Subtype,Total Vote,Joseph R. Biden Jr.,Donald J. Trump,Brock Pierce,Dr. Jo Jorgensen,Howie Hawkins,Donald L. Blankenship,Rocky de la Fuente,Kanye West,Gloria La Riva,Write-in,Alyson Kennedy,John Richard Myers,Brian Carroll,Phil Collins,Blake Huber,Jerry Segal,James Janos,Kyle Kenley Kopitke,Dario Hunter,Joseph Kishore,Bill Hammons,Eric Boddie,Mark Charles,Richard Duncan,Tom Hoefling,Princess Khadijah Jacob-F,Ricki Sue King,Christopher LaFontaine,Keith McCormic,Joe McHugh,H. Brooke Paige,Zac Scalf,Jordan Scott,Jade Simmons,Gary Swing,Sheila 'Samm' Tittle,None of These Candidates,C. L. Gammon
fips,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22,vote23,vote24,vote25,vote26,vote27,vote28,vote29,vote30,vote31,vote32,vote33,vote34,vote35,vote36,vote37,vote38
1,Alabama,State,2297295,837376,1427820,0,24886,0,0,0,0,0,7213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Alaska,State,356845,153502,189543,822,8877,0,1120,317,0,0,0,0,0,0,0,0,0,2664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Arizona,State,3395427,1672143,1661686,0,51465,1011,0,0,0,138,8826,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0
5,Arkansas,State,1217667,423518,759749,2138,13127,2956,2078,1320,4096,1334,0,0,1365,1711,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1475
6,California,State,17330431,11019726,5934430,35,185470,80014,0,59232,0,50239,459,0,0,571,0,0,0,114,0,0,35,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,Colorado,State,3256107,1803941,1364226,572,52428,8981,5060,636,8080,1035,0,354,0,2514,568,355,0,0,762,379,196,2729,0,2007,0,0,495,0,0,0,614,0,0,175,0,0,0,0,0
9,Connecticut,State,1824273,1080680,715291,0,20227,7538,0,13,253,0,21,0,0,217,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
10,Delaware,State,504010,296268,200603,0,5000,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,District of Columbia,State,344356,317323,18586,693,2036,1726,0,0,0,855,3137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Florida,State,11091758,5297045,5668731,0,70324,14721,3902,5966,0,5712,24503,0,0,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,Georgia,State,4998482,2474507,2461837,0,62138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Hawaii,State,574469,366130,196864,1183,5539,3822,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Idaho,State,868336,287021,554118,2808,16404,407,1884,1491,3632,49,331,0,0,163,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,0
17,Illinois,State,5952134,3442242,2389089,0,65615,30142,0,0,0,7932,7632,0,0,9482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Indiana,State,3033413,1242419,1729525,0,59233,988,0,0,0,0,355,0,0,893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Iowa,State,1690871,759061,897672,544,19637,3075,1707,1082,3210,0,4337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0
20,Kansas,State,1333513,551144,752903,0,29466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Kentucky,State,2134996,772285,1326418,3598,26217,0,0,0,6478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Louisiana,State,2148062,856034,1255776,749,21645,0,860,0,4897,987,0,536,0,2497,0,0,0,0,0,0,0,662,1125,0,0,668,0,0,0,0,0,0,0,0,1626,0,0,0,0
23,Maine,State,812765,429860,359118,611,14171,8234,1184,1382,3343,0,1614,0,0,1061,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Maryland,State,2999381,1970394,973012,1,33306,15613,0,8,2,545,246,0,0,418,30,0,5789,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
25,Massachusetts,State,3529032,2316338,1148777,0,45782,18135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Michigan,State,5544250,2804040,2649852,0,60381,13718,7235,2986,0,0,6009,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
27,Minnesota,State,3276031,1716438,1483616,5650,34953,10028,0,5607,7936,1209,9951,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Mississippi,State,1314594,539494,756731,659,8025,1498,1279,0,3657,0,773,0,0,1161,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Missouri,State,3012436,1242851,1711848,0,40932,8219,3894,0,0,0,4692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Montana,State,603640,244786,343602,0,15252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Nebraska,State,948183,373356,554621,0,20206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Nevada,State,1405376,703486,669890,0,14783,0,3138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14079,0
33,New Hampshire,State,803810,424921,365654,0,13235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,New Jersey,State,4561414,2607768,1883059,0,31669,14201,2955,2726,0,2929,12853,0,0,0,0,0,0,0,0,0,0,3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,New Mexico,State,923818,501520,401844,0,12584,4424,0,0,0,1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1806,0,0
36,New York,State,7062193,3994203,2952315,19293,51341,25412,0,0,40,6,19547,0,0,25,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
37,North Carolina,State,5524693,2684299,2758776,0,48678,12195,7549,0,0,0,13196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,North Dakota,State,361819,114902,235595,0,9393,0,0,0,0,0,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,State,5765895,2603681,3074418,0,65069,18032,0,0,0,0,2987,0,0,1382,0,0,0,0,0,19,0,0,3,0,0,112,0,0,0,0,0,0,0,0,192,0,0,0,0
40,Oklahoma,State,1560699,503890,1020280,2547,24731,0,0,0,5597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3654,0,0,0,0
41,Oregon,State,2373641,1340109,958090,0,41559,11830,0,0,0,0,17067,0,0,0,0,0,0,0,0,4986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Pennsylvania,State,6919633,3454523,3373705,1,79292,61,0,0,0,0,12035,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
44,Rhode Island,State,516358,306192,199830,0,5047,0,0,923,0,843,2756,0,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,South Carolina,State,2513329,1091541,1385103,0,27916,6907,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,South Dakota,State,422609,150471,261043,0,11095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Tennessee,State,3045401,1139289,1849467,0,29806,4532,5350,1836,10256,2294,0,2571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Texas,State,11315034,5259120,5890333,0,126241,33396,0,0,0,350,460,0,0,2785,0,0,0,0,0,0,0,0,2012,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0
49,Utah,State,1493083,560282,865140,2623,38447,5053,5551,0,7213,1139,5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2229,0,0,0,0,0,0,0,0
50,Vermont,State,367428,242820,112704,100,3608,1310,208,48,1269,166,1942,195,0,209,137,54,65,0,53,0,0,0,0,0,213,0,0,0,856,126,0,1175,29,0,0,141,0,0,0
51,Virginia,State,4460524,2413568,1962430,0,64761,0,0,0,0,0,19765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Washington,State,4080050,2365923,1581220,0,80235,18215,0,0,0,4822,27160,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,West Virginia,State,794173,235847,545051,0,10677,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,Wisconsin,State,3297114,1630389,1609879,0,38189,0,5438,0,0,0,7967,0,0,5252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Wyoming,State,276765,73491,193559,2208,5768,0,0,0,0,0,1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0