state_abbv,state_fips,year,website_pollingplace,website_reg_status,website_precinct_ballot,website_absentee_status,website_provisional_status,reg_rej,prov_partic,prov_rej_all,abs_rej_all_ballots,abs_nonret,uocava_rej,uocava_nonret,eavs_completeness,post_election_audit,nonvoter_illness_pct,nonvoter_reg_pct,online_reg,wait,residual,pct_reg_of_vep_vrs,vep_turnout
NV,Nevada,2014,1,1,1,1,0,0.094220415,7.7097653e-4,3.6739022e-4,0.0020106924,0.1558947,0.066471167,0.45086393,1,1,0.089832969,0.026619682,1,2.8869951,NA,0.68529665,0.29008642
NV,Nevada,2016,1,1,1,1,1,0.12015194,0.0060762502,0.004016865,0.0010429848,0.15594716,0.013178538,0.13653928,1,1,0.12049805,0.048186664,1,10.01785,3.9099999e-5,0.80435693,0.57300067
NY,New York,2008,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.17072251,0.061922293,0,8.5438099,0.01088643,0.83932185,0.59631914
NY,New York,2010,1,1,0,0,0,NA,NA,NA,NA,NA,0.25336698,0.60260177,0.66758144,1,0.14412066,0.025622599,0,NA,NA,0.78455317,0.36278763
NY,New York,2012,1,1,0,0,0,NA,0.068902984,0.018127322,NA,NA,0.17313348,0.30832186,0.8380723,1,0.16882285,0.053216044,1,9.5384398,0.0077084,0.82542503,0.53602135
NY,New York,2014,1,1,0,0,0,0.13403246,0.01332821,0.0055674999,0.003042775,0.25094777,0.080987364,0.66187793,0.90625352,1,0.13855752,0.024116114,1,4.6248837,NA,0.76459599,0.28977808
NY,New York,2016,1,1,0,0,0,0.063342966,0.034765225,0.015498113,0.0029319609,0.1884263,0.082226932,NA,0.93282092,1,0.14650241,0.046768747,1,8.6119461,0.01029071,0.83054924,0.57293338
OH,Ohio,2008,1,0,NA,NA,NA,NA,0.035562813,0.0068449173,0.0046071894,0.050632503,0.049000692,0.18513021,0.97452903,0,0.15677163,0.080911756,0,15.594967,0.013049359,0.84420574,0.67817849
OH,Ohio,2010,1,1,0,0,0,0.02317661,0.026743155,0.0029985206,0.0035691443,0.08309903,0.05558455,0.61841023,0.99058723,1,0.12281866,0.047225006,0,NA,NA,0.79088688,0.46214172
OH,Ohio,2012,1,1,0,0,0,0.069668479,0.03694449,0.0060936473,0.0022812563,0.064136773,0.022853142,0.20560029,0.99210685,1,0.13769524,0.080254257,0,11.001864,0.0091613997,0.84966081,0.65152693
OH,Ohio,2014,1,1,0,0,0,0.053484913,0.015639346,0.0015029163,0.0033480683,0.12973218,0.021527423,0.34399456,0.99511135,1,0.11194148,0.030391965,0.5,2.3911064,NA,0.77295595,0.36204764
OH,Ohio,2016,1,1,1,1,0,0.056639645,0.027634615,0.0040976233,0.0018169851,0.062198486,0.014606989,0.19409069,1,1,0.12379792,0.056185506,0.5,6.3201694,0.01267806,0.81584281,0.64181411
OK,Oklahoma,2008,1,0,NA,NA,NA,NA,0.0019102268,0.0015921948,0.0013616384,0.1699076,0.059502397,0.27724665,0.94444442,0,0.18444355,0.094141603,0,22.382929,NA,0.81081331,0.5630492
OK,Oklahoma,2010,1,0,0,0,0,NA,6.7081489e-4,5.5869296e-4,0.0011585931,0.080973275,0.083158627,0.71962041,0.94238126,0,0.1554832,0.052150387,0,NA,NA,0.70270431,0.38696086
OK,Oklahoma,2012,1,0,0,0,0,NA,0.0039549493,0.0026716194,0.0014180649,0.1564268,0.054576855,0.31063893,0.94444442,0,0.1740918,0.097731635,0,15.889287,0.0063332999,0.7696237,0.49157214
OK,Oklahoma,2014,1,1,1,1,1,0.076044902,0.0019464467,9.4597065e-4,8.6724071e-4,0.25836253,0.0522293,0.82841527,1,0,0.1344552,0.034512721,0,4.0162339,NA,0.74037176,0.29779142
OK,Oklahoma,2016,1,1,1,1,1,0.067791007,0.0050317128,0.0036977015,0.0020231933,0.17058699,0.052150659,0.34477219,1,0,0.15385503,0.078254454,0,16.166506,NA,0.78261131,0.52379507
OR,Oregon,2008,0,1,NA,NA,NA,NA,0.0017070848,NA,0.00699959,0.13669474,NA,NA,0.65416294,1,0.098050378,0.13361974,0,NA,0.0094225667,0.85046649,0.68334353
OR,Oregon,2010,1,1,0,1,0,NA,8.6470641e-4,5.9843598e-5,0.0086860629,0.27986875,0.076875128,0.65326744,0.9049812,1,0.046748143,0.094155177,1,NA,NA,0.84192139,0.53898871
OR,Oregon,2012,1,1,1,1,0,NA,9.7280595e-4,4.1197316e-5,0.0073375166,0.1704226,0.020767724,0.34344789,0.93885291,1,0.11949157,0.13784543,1,NA,0.0171584,0.85867757,0.64343691
OR,Oregon,2014,1,1,1,1,0,NA,4.5713929e-5,6.5305613e-7,0.0066879475,0.28824612,0.017668776,0.73949361,0.94444442,1,0.063312106,0.090546876,1,0.45563427,NA,0.8415758,0.53498745
OR,Oregon,2016,1,1,1,1,0,NA,6.6294509e-5,3.1684875e-5,0.0085666152,0.19670923,0.019070983,0.23420142,0.88235295,1,0.089583896,0.13933808,1,0.48872867,0.024427621,0.88636363,0.68259197
PA,Pennsylvania,2008,1,0,NA,NA,NA,0.36857086,0.0054185581,0.0023927107,3.2002729e-4,0.11320093,0.0066624959,0.20628615,0.94446522,1,0.16668096,0.058227487,0,14.494613,0.015379758,0.81388015,0.64193213
PA,Pennsylvania,2010,1,1,0,0,1,0.55457765,0.0023761287,9.1878948e-4,5.8490835e-4,0.10809176,0.018584615,0.64739835,1,1,0.13227864,0.031236235,0,NA,NA,0.76336199,0.41721499
PA,Pennsylvania,2012,1,1,0,0,1,0.027639681,0.0084722014,0.00350265,3.1900429e-4,0.12113979,0.018818948,0.3073439,1,1,0.15651499,0.039013084,0,9.0927134,NA,0.80986834,0.5935306
PA,Pennsylvania,2014,1,1,0,0,1,0.046164937,0.0023563346,8.1401161e-4,6.7146058e-4,0.098865241,0.019711902,0.63583654,1,1,0.13057473,0.026979366,0,1.4642868,NA,0.76574993,0.36031824
PA,Pennsylvania,2016,1,1,0,0,1,0.094189964,0.0042504198,0.0015092036,4.0718928e-4,0.088924713,0.027273124,0.24503048,1,1,0.1544196,0.039765775,1,11.497817,NA,0.82051373,0.6355086
RI,Rhode Island,2008,1,1,NA,NA,NA,NA,0.0015828979,6.3626282e-4,1.8105e-4,0.028080158,NA,0.20533334,0.5,0,0.23239689,0.081606768,0,5.2357945,0.0077025332,0.84173012,0.62260741
RI,Rhode Island,2010,1,1,1,1,1,NA,0.0026504444,0.0010567132,3.8110965e-4,0.10819118,0,0.35881105,0.94398928,0,0.18157698,0.044674147,0,NA,NA,0.80480623,0.44896615
RI,Rhode Island,2012,1,1,1,1,1,NA,0.0052193017,0.0028233386,7.2188897e-4,0.098874748,0.0017271157,0.33217993,0.94551134,0,0.21198045,0.064453341,0,11.675141,0.0088438001,0.8356545,0.5801999
RI,Rhode Island,2014,1,1,1,1,1,NA,0.006251384,0.0030362131,0.001364931,0.12383868,0,0.26923078,0.94444442,0,0.13385211,0.038662445,0,2.5355234,NA,0.79212815,0.42236936
RI,Rhode Island,2016,1,1,1,1,1,NA,0.0084400494,0.0040805289,0.002257495,0.069341958,0,0.19503993,0.94117647,0,0.18508898,0.043710753,1,8.2429132,0.01159525,0.85853094,0.5974167
SC,South Carolina,2008,0,1,NA,NA,NA,NA,0.0049405713,0.0025850113,5.5896339e-4,0.025751909,0.030862126,0.26298004,0.87961721,0,0.2167241,0.075132675,0,61.502129,0.010564621,0.80662441,0.58203787
SC,South Carolina,2010,1,1,0,1,1,NA,NA,NA,4.7403551e-4,0.033289764,0.020360218,0.27319294,0.88939804,0,0.17614615,0.059540186,0,NA,NA,0.77754611,0.40336475
SC,South Carolina,2012,1,1,0,1,1,NA,NA,NA,3.2803166e-4,0.031749219,NA,0.22334675,0.81804413,0,0.21609727,0.060796596,1,25.176964,0.0087801004,0.82490778,0.57089269
SC,South Carolina,2014,1,1,1,1,1,NA,0.0038157562,0.0015805189,4.2247571e-4,0.037318189,0.0072568939,0.32118228,0.94444442,1,0.15750588,0.028396465,1,8.4038744,NA,0.79480493,0.35212055
SC,South Carolina,2016,1,1,1,1,1,NA,0.0047530485,0.0022753456,0.0013680309,0.021773502,0.0061206645,0.20375957,0.88235295,1,0.1745697,0.049188338,1,18.737261,0.0096803298,0.83302152,0.57289356
SD,South Dakota,2008,1,1,NA,NA,NA,NA,8.3902362e-4,NA,NA,0.024725407,NA,0.14273205,0.81194723,0,0.079558954,0.077785924,0,3.9125009,0.01412831,0.83616114,0.65589279
SD,South Dakota,2010,1,1,1,1,0,0.0034499106,2.2677824e-4,2.106289e-4,6.2000984e-4,NA,NA,0.25810811,0.96940643,0,0.097336218,0.047196515,0,NA,NA,0.81180298,0.53863603
SD,South Dakota,2012,1,1,1,1,0,NA,0.0011957182,9.3000307e-4,4.0128411e-4,0.021500451,0.056004979,0.21797419,0.97259539,0,0.092500113,0.08560098,0,4.2746549,0.0129012,0.83136529,0.60144371
SD,South Dakota,2014,1,1,1,1,0,6.3113205e-4,0.0017330348,0.0011742195,6.1186741e-4,0.022139581,0.035532996,0.29590017,1,0,0.089118145,0.040247951,0,1.934741,NA,0.75252718,0.44947004
SD,South Dakota,2016,1,1,1,1,0,3.8931583e-4,0.0010161184,NA,9.6517848e-4,0.0079744337,0.034616631,0.30143356,0.98481649,0,0.099961251,0.062407177,0,4.7498422,0.02348844,0.84178227,0.59873873
TN,Tennessee,2008,1,1,NA,NA,NA,NA,0.001677464,0.0010579634,9.7860536e-4,NA,0.053777374,0.17403403,0.88425994,0,0.17391336,0.10324624,0,19.433647,0.0065218727,0.80224723,0.57377338
TN,Tennessee,2010,1,1,0,0,0,NA,3.966626e-4,2.56075e-4,1.1353687e-4,0.066014983,0.038747177,0.29340634,0.97998232,1,0.1629366,0.049555533,0,NA,NA,0.76300329,0.34652776
TN,Tennessee,2012,1,1,0,0,0,NA,0.0028582581,0.0022038706,2.4756248e-4,0.073692329,0.059096895,0.22130366,0.98988676,1,0.16834518,0.068415232,0,13.694903,0.0087110996,0.78623974,0.52610034
TN,Tennessee,2014,1,1,1,0,0,0.10002981,0.0010257902,5.9435697e-4,8.5582986e-5,0.10246083,0.036512669,0.3652381,0.99554688,1,0.14190437,0.038934905,0,6.5825377,NA,0.74312264,0.2856352
TN,Tennessee,2016,1,1,1,0,0,0.073293753,0.0045920452,0.0033065241,2.3298108e-4,0.092358723,0.041996829,0.2111828,1,1,0.14362681,0.078301311,0,10.076122,0.01463263,0.78516406,0.51190656
TX,Texas,2008,0,1,NA,NA,NA,0.21318045,0.0051113367,0.0039379727,0.0019582328,0.087005034,0.064478718,0.3066428,0.97398418,1,0.13463944,0.069537446,0,12.033781,NA,0.79473174,0.54105145
TX,Texas,2010,1,1,0,0,0,0.069752134,0.0027963528,0.0021549424,6.0908525e-4,0.083317935,0.041842178,0.74757648,0.99996513,1,0.10881554,0.029735807,0,NA,NA,0.74959004,0.32165542
TX,Texas,2012,1,1,0,0,0,0.026014172,0.0063532582,0.0052230144,5.6158792e-4,0.063416153,NA,0.47364542,0.94504744,1,0.12941456,0.064973019,0,12.435968,NA,0.77087474,0.49650645
TX,Texas,2014,1,1,0,0,0,0.055307537,0.0045092013,0.0033226092,0.0011103952,0.14026079,0.082598604,0.46379879,0.97493243,1,0.097435705,0.028646864,0,7.2449918,NA,0.72803783,0.28341606
TX,Texas,2016,1,1,0,0,0,NA,0.0077391514,0.006303763,9.6063962e-4,0.10227082,0.026136719,0.29454398,0.95538718,1,0.1183734,0.053245008,0.5,10.979251,NA,0.80346882,0.51591444
UT,Utah,2008,1,0,NA,NA,NA,NA,0.045286573,0.0071467324,0.0017521,0.25002283,0.042249147,0.31199837,0.97351402,1,0.14134705,0.093326017,0,13.730141,0.01937324,0.75816345,0.57118922
UT,Utah,2010,1,1,1,1,1,0.022325568,0.029825158,0.0046305223,0.001741995,0.30752203,0.021871204000000002,0.72176874,1,1,0.12088554,0.032663912,1,NA,NA,0.73988795,0.36712131
UT,Utah,2012,1,1,1,1,1,0.033275742,0.052278709,0.0099683683,0.0019559429,0.22574496,0.01578073,0.2831068,0.94444442,1,0.1552075,0.10198568,1,10.318466,0.0110285,0.76789743,0.56044292
UT,Utah,2014,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.11067366,0.026653657,1,5.0491056,NA,0.6988709,0.30229947
UT,Utah,2016,1,1,1,1,1,0.057070326,0.030828115,0.0036597173,0.0062822602,0.29105332,0.041785374,0.44762179,0.99974877,1,0.12134106,0.081830457,1,8.6759596,0.0076086698,0.81341463,0.57734311
VA,Virginia,2008,1,1,NA,NA,NA,0.052208442,0.0024943568,0.0017967689,0.0017925022,0.073189117,0.077756509,0.29941094,0.99783975,0,0.17687869,0.10059811,0,28.682362,0.0078867888,0.87305582,0.67556769
VA,Virginia,2010,1,1,1,1,1,0.081794374,0.001297807,9.4016496e-4,2.8087542e-4,0.037009574,0.079323798,0.17717004,0.94568932000000006,0,0.12897632,0.04375926,0,NA,NA,0.83182275,0.39164284
VA,Virginia,2012,1,1,1,1,1,0.024470968,0.0033006179,0.0020775776,5.8457535e-4,0.039965089,0.017418033,0.16928767,0.99719095,0,0.1964353,0.07693179,0,23.645611,0.0108696,0.86123008,0.66936499
VA,Virginia,2014,1,1,1,1,1,0.080045976,0.0012254082,7.6320476e-4,2.6502696e-4,0.043761283,0.079323798,0.17492537,1,1,0.12560894,0.039244249,1,2.6977124,NA,0.83560544,0.36649948
VA,Virginia,2016,1,1,1,1,0,0.085324675,0.0032780305,0.002393713,7.8772823e-4,0.055131685,0.064245656,0.20484273,0.94117647,1,0.1685483,0.065012857,1,10.424809,0.01131805,0.86525309,0.66110134
VT,Vermont,2008,0,0,NA,NA,NA,0.0022087798,1.018455e-4,8.9863679e-6,0.0037844055,0.031025255,0.059860788,0.15514533,0.99538296,0,0.13854671,0.04103221,0,2.4800456,0.0068896827,0.83425081,0.67710292
VT,Vermont,2010,0,0,0,0,0,NA,5.1123654e-5,1.7041219e-5,0.0024534017,0.035228401,NA,0.38177013,0.90780205,0,0.1157122,0.030813145,0,NA,NA,0.83081299,0.49942496
VT,Vermont,2012,0,0,0,0,0,NA,6.5229331e-5,NA,NA,0.043457173,0.018096514,0.21250001,0.92719197,0,0.096562542,0.047906119,0,1.9596695,0.0082938001,0.82668579,0.60861808
VT,Vermont,2014,1,0,0,0,0,0.018954385,5.927536e-5,1.9758452e-5,0.00157443,0.033480465,0.017639078,NA,0.97631067,1,0.098646671,0.031306967,0,1.5823668,NA,0.76793319,0.38820198
VT,Vermont,2016,1,1,1,1,0,0.009852617,3.4324908e-5,9.361338e-6,0.0016569569,0.041863725,0.058877226,0.040897574,1,1,0.073288046,0.044644661,1,1.9144578,0.01685041,0.86687744,0.6475659
WA,Washington,2008,0,1,NA,NA,NA,NA,0.01759579,0.0037592945,0.0081960885,0.134653,0.011588892,0.2820906,0.88696021,1,0.064154357,0.10604227,1,NA,0.011300022,0.84190774,0.67342186
WA,Washington,2010,1,1,1,0,0,NA,0.0023624205,5.8816903e-4,0.013356777,0.27433667,0.013017246,0.60487407,0.965042,1,0.057559416,0.10183754,1,NA,NA,0.82723242,0.54327881
WA,Washington,2012,1,1,1,0,0,0.011689576,0.0021306786,9.5119583e-4,0.0093491636,0.18062365,0.011005661,0.36656836,1,1,0.034531958,0.11444009,1,NA,0.0149461,0.84011853,0.6504631
WA,Washington,2014,1,1,1,1,0,0.0085715391,5.5946124e-4,7.904919e-5,0.012602699,0.45111397,0.014006792,0.72428256,1,1,0.048342958,0.096154541,1,0.406409,NA,0.81690556,0.43112576
WA,Washington,2016,1,1,1,1,NA,0.011521148,0.0018371007,4.9145939e-4,0.0090121692,0.22712481,0.021507669,0.42615172,1,1,0.034169056,0.088546932,1,1.4736384,0.01380848,0.87161762,0.6566934
WI,Wisconsin,2008,1,1,NA,NA,NA,NA,7.0406815e-5,3.9040744e-5,9.1395387e-4,0.053276166,0.039233819,0.3104991,0.88159943,1,0.17287897,0.0081732906,0,7.9361973,0.0044886847,0.86915678,0.72732556
WI,Wisconsin,2010,1,1,1,1,1,NA,2.9290337e-5,1.510283e-5,0.0013226417,0.058179226,0.12078831,0.64140302,0.8888889,1,0.1109217,0.016304728,0,NA,NA,0.81103772,0.52064031
WI,Wisconsin,2012,1,1,1,1,1,0.0012219832,4.4616947e-5,2.5015148e-5,0.0013365236,0.06692224,0.070657797,0.33584625,0.99906033,1,0.22164091,0.012357119,0,8.2153187,0.0029845,0.87777793,0.72471416
WI,Wisconsin,2014,1,1,1,1,1,0.0017994567,2.2293341e-5,1.5275067e-5,6.1513105e-4,0.023623193,0.054771785,0.37560976,1,1,0.12075263,0.016152857,0,2.6917048,NA,0.81832284,0.56511331
WI,Wisconsin,2016,1,1,1,1,1,NA,2.5125293e-4,2.0046775e-4,9.488807e-5,0.11871876,0.0070181163,0.31482881,0.94444442,1,0.15927273,0.018562004,1,6.0834522,0.0077106901,0.8416695,0.69401294
WV,West Virginia,2008,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76849216,1,0.22706275,0.048615564,0,15.015577,0.031688426,0.78142524,0.51151502
WV,West Virginia,2010,1,1,0,0,0,0.0046140016,NA,0.0019608829,0.0011363872,0.51564848,NA,0.33267522,0.81357104,1,0.16758624,0.032834817,0,NA,NA,0.74902517,0.36704856
WV,West Virginia,2012,1,1,0,1,1,NA,NA,NA,NA,NA,0.001784652,0.20782281,0.96016884,1,0.22853476,0.048617136,0,9.7925844,0.0213969,0.78875029,0.46328065
WV,West Virginia,2014,1,1,0,1,1,0.0049424819,0.0068767499,0.0020005878,1.0802309e-4,0.093262032,0.025157232,0.32911393,1,1,0.17807738,0.034843665,0,3.7717471,NA,0.7566219,0.31166682
WV,West Virginia,2016,1,1,1,1,1,0.0018604187,0.0045021526,0.0011019141,4.6561673e-4,0.08742097,0.0092064887,0.23469837,0.99954605,1,0.21788637,0.051759943,1,7.2751899,0.01519604,0.7749061,0.50101113
WY,Wyoming,2008,1,0,NA,NA,NA,NA,NA,NA,8.8269182e-4,0.027545201,NA,0.23391813,0.88344717,0,0.12815282,0.059820954,0,5.620379,0.0053494009,0.78288245,0.63104463
WY,Wyoming,2010,1,0,0,0,0,NA,NA,NA,0.0011267045,0.044729859,0.033898305,0.48302299,0.89375216,1,0.1332978,0.02094337,0,NA,NA,0.72502559,0.45808017
WY,Wyoming,2012,1,0,0,0,0,NA,NA,NA,7.0602034e-4,0.026822986,0.032615785,0.28489584,0.90053934,1,0.11532616,0.041794114,0,4.5165391,0.0065417001,0.74673194,0.59297657
WY,Wyoming,2014,1,0,0,0,0,NA,NA,NA,0.0014723669,0.040012535,0.03322259,0.4646098,0.89595276,1,0.11382795,0.019362168,0,2.7594376,NA,0.67443436,0.39336205
WY,Wyoming,2016,1,0,0,0,0,NA,1.8709584e-4,1.0913924e-4,7.1720075e-4,0.032027993,0.022508038,0.2211704,0.94444442,1,0.078365310999999993,0.033103615,0,5.7308187,0.01135679,0.79515922000000006,0.60424495
